40052:
 num     #instances         #bytes  class name (module)
 370:             4            128  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionNode (java.base@17.0.6)
 371:             4            128  org.apache.zookeeper.CreateMode
 372:             1            128  org.apache.zookeeper.server.quorum.QuorumPeerConfig
 373:             4            128  sun.reflect.annotation.AnnotationType (java.base@17.0.6)
 374:             4            128  sun.reflect.generics.reflectiveObjects.TypeVariableImpl (java.base@17.0.6)
 375:             4            128  sun.reflect.generics.repository.ClassRepository (java.base@17.0.6)
 376:             2            128  sun.security.jgss.SunProvider$ProviderService (java.security.jgss@17.0.6)
 377:             3            120  [Ljava.lang.invoke.LambdaForm$BasicType; (java.base@17.0.6)
 378:             5            120  [Ljava.util.regex.Pattern$Node; (java.base@17.0.6)
 379:             1            120  [[Ljava.lang.String; (java.base@17.0.6)
 380:             3            120  java.lang.invoke.MethodHandleImpl$IntrinsicMethodHandle (java.base@17.0.6)
 381:             5            120  java.lang.module.ModuleDescriptor$Opens (java.base@17.0.6)
 382:             3            120  java.lang.reflect.ProxyGenerator$ProxyMethod (java.base@17.0.6)
 383:             5            120  java.util.Collections$SynchronizedSet (java.base@17.0.6)
 384:             5            120  java.util.regex.Pattern$BmpCharProperty (java.base@17.0.6)
 385:             5            120  java.util.stream.StreamOpFlag$Type (java.base@17.0.6)
 386:             5            120  jdk.internal.math.FloatingDecimal$PreparedASCIIToBinaryBuffer (java.base@17.0.6)
 387:             5            120  org.apache.zookeeper.Watcher$Event$EventType
 388:             5            120  sun.nio.fs.WindowsPathType (java.base@17.0.6)
 389:             2            112  java.nio.DirectIntBufferRU (java.base@17.0.6)
 390:             1            112  java.util.GregorianCalendar (java.base@17.0.6)
 391:             7            112  jdk.internal.reflect.DelegatingMethodAccessorImpl (java.base@17.0.6)
 392:             2            104  [Lsun.util.logging.PlatformLogger$Level; (java.base@17.0.6)
 393:             1            104  com.sun.crypto.provider.SunJCE (java.base@17.0.6)
 394:             1            104  com.sun.security.sasl.Provider (java.security.sasl@17.0.6)
 395:             1            104  com.sun.security.sasl.gsskerb.JdkSASL (jdk.security.jgss@17.0.6)
 396:             1            104  jdk.internal.loader.ClassLoaders$AppClassLoader (java.base@17.0.6)
 397:             1            104  jdk.internal.loader.ClassLoaders$BootClassLoader (java.base@17.0.6)
 398:             1            104  jdk.internal.loader.ClassLoaders$PlatformClassLoader (java.base@17.0.6)
 399:             1            104  org.jcp.xml.dsig.internal.dom.XMLDSigRI (java.xml.crypto@17.0.6)
 400:             1            104  sun.security.ec.SunEC (jdk.crypto.ec@17.0.6)
 401:             1            104  sun.security.jca.ProviderList$1 (java.base@17.0.6)
 402:             1            104  sun.security.jgss.SunProvider (java.security.jgss@17.0.6)
 403:             1            104  sun.security.mscapi.SunMSCAPI (jdk.crypto.mscapi@17.0.6)
 404:             1            104  sun.security.provider.Sun (java.base@17.0.6)
 405:             1            104  sun.security.provider.certpath.ldap.JdkLDAP (java.naming@17.0.6)
 406:             1            104  sun.security.rsa.SunRsaSign (java.base@17.0.6)
 407:             1            104  sun.security.smartcardio.SunPCSC (java.smartcardio@17.0.6)
 408:             1            104  sun.security.ssl.SunJSSE (java.base@17.0.6)
 409:             2             96  [Ljava.lang.System$Logger$Level; (java.base@17.0.6)
 410:             4             96  [Lsun.reflect.generics.tree.ClassTypeSignature; (java.base@17.0.6)
 411:             1             96  [Lsun.util.locale.BaseLocale; (java.base@17.0.6)
 412:             3             96  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$EnumMapping (java.management@17.0.6)
 413:             2             96  com.sun.management.internal.GarbageCollectorExtImpl (jdk.management@17.0.6)
 414:             3             96  java.io.BufferedOutputStream (java.base@17.0.6)
 415:             3             96  java.io.FileOutputStream (java.base@17.0.6)
 416:             3             96  java.lang.ClassValue$Entry (java.base@17.0.6)
 417:             3             96  java.lang.Runtime$Version (java.base@17.0.6)
 418:             3             96  java.lang.StringBuffer (java.base@17.0.6)
 419:             3             96  java.lang.constant.DynamicConstantDesc$AnonymousDynamicConstantDesc (java.base@17.0.6)
 420:             2             96  java.lang.invoke.BoundMethodHandle$Species_LLLL (java.base@17.0.6)
 421:             2             96  java.lang.invoke.BoundMethodHandle$Species_LLLLL (java.base@17.0.6)
 422:             3             96  java.lang.invoke.SimpleMethodHandle (java.base@17.0.6)
 423:             4             96  java.lang.module.ModuleDescriptor$Modifier (java.base@17.0.6)
 424:             4             96  java.lang.module.ModuleDescriptor$Requires$Modifier (java.base@17.0.6)
 425:             3             96  java.security.MessageDigest$Delegate$CloneableDelegate (java.base@17.0.6)
 426:             3             96  java.util.LinkedList (java.base@17.0.6)
 427:             4             96  java.util.concurrent.ConcurrentHashMap$KeySetView (java.base@17.0.6)
 428:             4             96  java.util.regex.Pattern$BmpCharPropertyGreedy (java.base@17.0.6)
 429:             4             96  java.util.regex.Pattern$Qtype (java.base@17.0.6)
 430:             4             96  java.util.stream.StreamShape (java.base@17.0.6)
 431:             2             96  javax.management.openmbean.TabularType (java.management@17.0.6)
 432:             1             96  jdk.internal.jimage.ImageReader$SharedImageReader (java.base@17.0.6)
 433:             6             96  jdk.internal.loader.ClassLoaderValue (java.base@17.0.6)
 434:             4             96  jdk.internal.logger.BootstrapLogger$LoggingBackend (java.base@17.0.6)
 435:             3             96  org.apache.log4j.helpers.PatternParser$BasicPatternConverter
 436:             4             96  org.apache.zookeeper.server.ZooKeeperServer$State
 437:             1             96  sun.nio.ch.WEPollSelectorImpl (java.base@17.0.6)
 438:             3             96  sun.nio.fs.NativeBuffer (java.base@17.0.6)
 439:             4             96  sun.reflect.generics.tree.ClassSignature (java.base@17.0.6)
 440:             4             96  sun.reflect.generics.tree.FormalTypeParameter (java.base@17.0.6)
 441:             2             96  sun.security.provider.MoreDrbgParameters (java.base@17.0.6)
 442:             1             96  sun.util.calendar.Gregorian$Date (java.base@17.0.6)
 443:             2             88  [Lsun.security.jca.ProviderConfig; (java.base@17.0.6)
 444:             1             88  java.util.regex.Pattern (java.base@17.0.6)
 445:             1             88  org.apache.zookeeper.server.ZooKeeperServer
 446:             1             88  sun.nio.ch.ServerSocketChannelImpl (java.base@17.0.6)
 447:             2             80  [F (java.base@17.0.6)
 448:             1             80  [Lcom.sun.beans.util.Cache$CacheEntry; (java.desktop@17.0.6)
 449:             2             80  [Ljava.lang.OutOfMemoryError; (java.base@17.0.6)
 450:             2             80  [Ljava.util.stream.StreamOpFlag$Type; (java.base@17.0.6)
 451:             2             80  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$TabularMapping (java.management@17.0.6)
 452:             2             80  java.io.BufferedWriter (java.base@17.0.6)
 453:             2             80  java.io.PrintStream (java.base@17.0.6)
 454:             2             80  java.lang.IllegalArgumentException (java.base@17.0.6)
 455:             2             80  java.lang.ModuleLayer (java.base@17.0.6)
 456:             5             80  java.lang.ThreadLocal (java.base@17.0.6)
 457:             2             80  java.lang.invoke.VarHandleBooleans$FieldInstanceReadWrite (java.base@17.0.6)
 458:             2             80  java.lang.invoke.VarHandleLongs$FieldInstanceReadWrite (java.base@17.0.6)
 459:             2             80  java.lang.module.Configuration (java.base@17.0.6)
 460:             2             80  java.net.InetAddress$CachedAddresses (java.base@17.0.6)
 461:             5             80  java.net.UnixDomainSocketAddress (java.base@17.0.6)
 462:             5             80  java.util.Hashtable$EntrySet (java.base@17.0.6)
 463:             2             80  java.util.Locale$Category (java.base@17.0.6)
 464:             5             80  java.util.regex.Pattern$BranchConn (java.base@17.0.6)
 465:             2             80  jdk.internal.math.FloatingDecimal$BinaryToASCIIBuffer (java.base@17.0.6)
 466:             2             80  sun.management.MemoryManagerImpl (java.management@17.0.6)
 467:             1             80  sun.util.cldr.CLDRLocaleProviderAdapter (java.base@17.0.6)
 468:             2             80  sun.util.locale.provider.LocaleResources$ResourceReference (java.base@17.0.6)
 469:             3             72  [Ljava.lang.reflect.TypeVariable; (java.base@17.0.6)
 470:             1             72  [Ljavax.management.openmbean.SimpleType; (java.management@17.0.6)
 471:             3             72  java.io.OutputStreamWriter (java.base@17.0.6)
 472:             3             72  java.lang.WeakPairMap (java.base@17.0.6)
 473:             3             72  java.lang.annotation.RetentionPolicy (java.base@17.0.6)
 474:             3             72  java.lang.invoke.VarHandle$VarHandleDesc$Kind (java.base@17.0.6)
 475:             3             72  java.net.StandardProtocolFamily (java.base@17.0.6)
 476:             3             72  java.security.DrbgParameters$Capability (java.base@17.0.6)
 477:             3             72  java.security.SecurityPermission (java.base@17.0.6)
 478:             3             72  java.util.concurrent.ConcurrentSkipListMap$Node (java.base@17.0.6)
 479:             1             72  java.util.concurrent.ThreadPoolExecutor (java.base@17.0.6)
 480:             3             72  java.util.stream.Collector$Characteristics (java.base@17.0.6)
 481:             3             72  javax.management.NotificationBroadcasterSupport (java.management@17.0.6)
 482:             3             72  jdk.internal.math.FloatingDecimal$ExceptionalBinaryToASCIIBuffer (java.base@17.0.6)
 483:             3             72  org.apache.zookeeper.server.DatadirCleanupManager$PurgeTaskStatus
 484:             3             72  org.apache.zookeeper.txn.SetDataTxn
 485:             3             72  sun.management.ManagementFactoryHelper$1 (java.management@17.0.6)
 486:             1             72  sun.nio.ch.FileChannelImpl (java.base@17.0.6)
 487:             3             72  sun.nio.ch.Util$BufferCache (java.base@17.0.6)
 488:             3             72  sun.nio.fs.NativeBuffer$Deallocator (java.base@17.0.6)
 489:             3             72  sun.reflect.annotation.AnnotationInvocationHandler (java.base@17.0.6)
 490:             3             72  sun.reflect.generics.scope.ClassScope (java.base@17.0.6)
 491:             2             64  [Ljava.lang.annotation.RetentionPolicy; (java.base@17.0.6)
 492:             2             64  [Ljava.lang.invoke.LambdaFormEditor$Transform; (java.base@17.0.6)
 493:             1             64  [Ljava.lang.invoke.MethodHandleImpl$Intrinsic; (java.base@17.0.6)
 494:             2             64  [Ljava.nio.charset.CoderResult; (java.base@17.0.6)
 495:             2             64  [Ljava.util.stream.Collector$Characteristics; (java.base@17.0.6)
 496:             2             64  java.lang.ref.ReferenceQueue$Null (java.base@17.0.6)
 497:             2             64  java.util.HexFormat (java.base@17.0.6)
 498:             4             64  java.util.LinkedHashMap$LinkedValues (java.base@17.0.6)
 499:             2             64  java.util.PropertyPermission (java.base@17.0.6)
 500:             2             64  java.util.Random (java.base@17.0.6)
 501:             4             64  java.util.concurrent.ConcurrentHashMap$ValuesView (java.base@17.0.6)
 502:             1             64  java.util.logging.LogManager$RootLogger (java.logging@17.0.6)
 503:             2             64  java.util.stream.FindOps$FindOp (java.base@17.0.6)
 504:             4             64  jdk.internal.module.ServicesCatalog (java.base@17.0.6)
 505:             2             64  jdk.internal.reflect.NativeMethodAccessorImpl (java.base@17.0.6)
 506:             1             64  org.apache.zookeeper.server.DataTree
 507:             1             64  org.apache.zookeeper.server.NIOServerCnxnFactory
 508:             1             64  org.apache.zookeeper.server.ServerStats
 509:             4             64  org.apache.zookeeper.server.ZooKeeperThread$1
 510:             1             64  org.apache.zookeeper.server.persistence.FileTxnLog
 511:             1             64  sun.security.provider.certpath.ldap.JdkLDAP$ProviderService (java.naming@17.0.6)
 512:             1             64  sun.security.smartcardio.SunPCSC$ProviderService (java.smartcardio@17.0.6)
 513:             1             56  [Ljava.lang.Runnable; (java.base@17.0.6)
 514:             2             56  [Ljava.net.InetAddress; (java.base@17.0.6)
 515:             1             56  [Ljava.nio.file.StandardOpenOption; (java.base@17.0.6)
 516:             1             56  [[I (java.base@17.0.6)
 517:             1             56  java.lang.invoke.BoundMethodHandle$Specializer (java.base@17.0.6)
 518:             1             56  java.lang.invoke.BoundMethodHandle$Species_LLLLLLL (java.base@17.0.6)
 519:             1             56  java.net.SocketPermission (java.base@17.0.6)
 520:             1             56  java.util.ServiceLoader (java.base@17.0.6)
 521:             1             56  java.util.logging.LogManager (java.logging@17.0.6)
 522:             1             56  jdk.internal.org.objectweb.asm.Label (java.base@17.0.6)
 523:             1             56  org.apache.log4j.ConsoleAppender
 524:             1             56  org.apache.log4j.jmx.AppenderDynamicMBean
 525:             1             56  org.apache.log4j.jmx.HierarchyDynamicMBean
 526:             1             56  org.apache.log4j.jmx.LayoutDynamicMBean
 527:             1             56  org.apache.zookeeper.server.ZKDatabase
 528:             1             56  sun.nio.ch.SinkChannelImpl (java.base@17.0.6)
 529:             1             56  sun.nio.ch.SourceChannelImpl (java.base@17.0.6)
 530:             1             48  [Lcom.sun.beans.introspect.PropertyInfo$Name; (java.desktop@17.0.6)
 531:             1             48  [Ljava.beans.WeakIdentityMap$Entry; (java.desktop@17.0.6)
 532:             3             48  [Ljava.lang.annotation.Annotation; (java.base@17.0.6)
 533:             1             48  [Ljava.lang.management.MemoryPoolMXBean; (java.management@17.0.6)
 534:             1             48  [Ljava.util.concurrent.TimeUnit; (java.base@17.0.6)
 535:             1             48  [Lorg.apache.zookeeper.Watcher$Event$KeeperState;
 536:             1             48  [[Ljava.lang.Object; (java.base@17.0.6)
 537:             2             48  com.sun.jmx.mbeanserver.ClassLoaderRepositorySupport$LoaderEntry (java.management@17.0.6)
 538:             1             48  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$Mappings (java.management@17.0.6)
 539:             1             48  com.sun.jmx.mbeanserver.MBeanIntrospector$MBeanInfoMap (java.management@17.0.6)
 540:             1             48  com.sun.jmx.mbeanserver.MBeanIntrospector$PerInterfaceMap (java.management@17.0.6)
 541:             2             48  com.sun.jmx.mbeanserver.WeakIdentityHashMap (java.management@17.0.6)
 542:             2             48  java.io.File$PathStatus (java.base@17.0.6)
 543:             2             48  java.lang.ClassValue$Version (java.base@17.0.6)
 544:             1             48  java.lang.NullPointerException (java.base@17.0.6)
 545:             1             48  java.lang.ProcessEnvironment (java.base@17.0.6)
 546:             1             48  java.lang.ProcessHandleImpl (java.base@17.0.6)
 547:             1             48  java.lang.invoke.BoundMethodHandle$Specializer$Factory (java.base@17.0.6)
 548:             2             48  java.lang.invoke.MethodHandles$Lookup$ClassOption (java.base@17.0.6)
 549:             2             48  java.lang.reflect.ReflectPermission (java.base@17.0.6)
 550:             3             48  java.nio.channels.spi.AbstractInterruptibleChannel$1 (java.base@17.0.6)
 551:             3             48  java.nio.charset.CodingErrorAction (java.base@17.0.6)
 552:             3             48  java.util.HashMap$KeySet (java.base@17.0.6)
 553:             3             48  java.util.HashMap$Values (java.base@17.0.6)
 554:             3             48  java.util.IdentityHashMap$KeySet (java.base@17.0.6)
 555:             3             48  java.util.Optional (java.base@17.0.6)
 556:             3             48  java.util.ResourceBundle$NoFallbackControl (java.base@17.0.6)
 557:             3             48  java.util.concurrent.ConcurrentHashMap$EntrySetView (java.base@17.0.6)
 558:             1             48  java.util.concurrent.ConcurrentSkipListMap (java.base@17.0.6)
 559:             2             48  java.util.concurrent.ConcurrentSkipListMap$Index (java.base@17.0.6)
 560:             2             48  java.util.concurrent.locks.ReentrantReadWriteLock (java.base@17.0.6)
 561:             1             48  java.util.concurrent.locks.ReentrantReadWriteLock$FairSync (java.base@17.0.6)
 562:             1             48  java.util.concurrent.locks.ReentrantReadWriteLock$NonfairSync (java.base@17.0.6)
 563:             2             48  java.util.logging.Logger$LoggerBundle (java.logging@17.0.6)
 564:             2             48  java.util.logging.LoggingPermission (java.logging@17.0.6)
 565:             3             48  java.util.regex.Pattern$$Lambda$19/0x800000025 (java.base@17.0.6)
 566:             2             48  java.util.regex.Pattern$$Lambda$21/0x80000002a (java.base@17.0.6)
 567:             3             48  java.util.regex.Pattern$BitClass (java.base@17.0.6)
 568:             2             48  java.util.regex.Pattern$BmpCharPredicate$$Lambda$22/0x80000002b (java.base@17.0.6)
 569:             1             48  jdk.internal.jimage.ImageHeader (java.base@17.0.6)
 570:             2             48  jdk.internal.misc.Signal (java.base@17.0.6)
 571:             2             48  jdk.internal.misc.Signal$NativeHandler (java.base@17.0.6)
 572:             3             48  jdk.internal.util.Preconditions$1 (java.base@17.0.6)
 573:             1             48  jdk.management.jfr.FlightRecorderMXBeanImpl (jdk.management.jfr@17.0.6)
 574:             3             48  jdk.proxy1.$Proxy3 (jdk.proxy1)
 575:             1             48  org.apache.log4j.Hierarchy
 576:             1             48  org.apache.log4j.helpers.PatternParser
 577:             2             48  org.apache.zookeeper.server.WatchManager
 578:             2             48  org.apache.zookeeper.server.quorum.QuorumPeer$LearnerType
 579:             2             48  sun.security.jca.ProviderList (java.base@17.0.6)
 580:             2             48  sun.security.jca.ProviderList$3 (java.base@17.0.6)
 581:             2             48  sun.security.provider.DRBG (java.base@17.0.6)
 582:             2             40  [Lcom.sun.jmx.mbeanserver.ClassLoaderRepositorySupport$LoaderEntry; (java.management@17.0.6)
 583:             1             40  [Ljava.lang.Thread$State; (java.base@17.0.6)
 584:             1             40  [Ljava.lang.invoke.VarHandle$AccessType; (java.base@17.0.6)
 585:             1             40  [Ljava.util.stream.StreamOpFlag; (java.base@17.0.6)
 586:             1             40  [Lorg.apache.zookeeper.Watcher$Event$EventType;
 587:             1             40  [Lsun.nio.fs.WindowsPathType; (java.base@17.0.6)
 588:             1             40  [Lsun.util.locale.provider.LocaleProviderAdapter$Type; (java.base@17.0.6)
 589:             1             40  [[Ljava.lang.invoke.LambdaForm$Name; (java.base@17.0.6)
 590:             1             40  com.sun.beans.introspect.ClassInfo$1 (java.desktop@17.0.6)
 591:             1             40  com.sun.jmx.interceptor.DefaultMBeanServerInterceptor (java.management@17.0.6)
 592:             1             40  com.sun.jmx.mbeanserver.JmxMBeanServer (java.management@17.0.6)
 593:             1             40  com.sun.jmx.mbeanserver.MBeanServerDelegateImpl (java.management@17.0.6)
 594:             1             40  com.sun.management.internal.DiagnosticCommandImpl (jdk.management@17.0.6)
 595:             1             40  java.beans.WeakIdentityMap$Entry (java.desktop@17.0.6)
 596:             1             40  java.io.BufferedInputStream (java.base@17.0.6)
 597:             1             40  java.io.DataOutputStream (java.base@17.0.6)
 598:             1             40  java.io.FilePermission (java.base@17.0.6)
 599:             1             40  java.io.PrintWriter (java.base@17.0.6)
 600:             1             40  java.lang.ArithmeticException (java.base@17.0.6)
 601:             1             40  java.lang.ClassCastException (java.base@17.0.6)
 602:             1             40  java.lang.Exception (java.base@17.0.6)
 603:             1             40  java.lang.VirtualMachineError (java.base@17.0.6)
 604:             1             40  java.lang.invoke.VarHandleInts$FieldStaticReadWrite (java.base@17.0.6)
 605:             1             40  java.lang.ref.Finalizer (java.base@17.0.6)
 606:             1             40  java.util.ResourceBundle$2 (java.base@17.0.6)
 607:             1             40  java.util.ServiceLoader$LazyClassPathLookupIterator (java.base@17.0.6)
 608:             1             40  jdk.internal.loader.URLClassPath (java.base@17.0.6)
 609:             1             40  jdk.internal.ref.CleanerImpl$CleanerCleanable (java.base@17.0.6)
 610:             1             40  org.apache.log4j.helpers.PatternParser$ClassNamePatternConverter
 611:             1             40  org.apache.log4j.helpers.PatternParser$DatePatternConverter
 612:             1             40  org.apache.log4j.helpers.PatternParser$LocationPatternConverter
 613:             1             40  org.apache.log4j.spi.RootLogger
 614:             1             40  org.apache.zookeeper.server.DatadirCleanupManager
 615:             1             40  org.apache.zookeeper.server.ServerConfig
 616:             1             40  sun.nio.ch.ServerSocketAdaptor (java.base@17.0.6)
 617:             1             40  sun.nio.cs.StandardCharsets$Aliases (java.base@17.0.6)
 618:             1             40  sun.nio.cs.StandardCharsets$Cache (java.base@17.0.6)
 619:             1             40  sun.nio.cs.StandardCharsets$Classes (java.base@17.0.6)
 620:             1             40  sun.security.provider.ConfigFile$Spi (java.base@17.0.6)
 621:             1             40  sun.util.locale.InternalLocaleBuilder (java.base@17.0.6)
 622:             1             40  sun.util.resources.Bundles$1 (java.base@17.0.6)
 623:             1             40  sun.util.resources.Bundles$BundleReference (java.base@17.0.6)
 624:             1             32  [Lcom.sun.beans.util.Cache$Kind; (java.desktop@17.0.6)
 625:             2             32  [Ljava.lang.StackTraceElement; (java.base@17.0.6)
 626:             1             32  [Ljava.lang.ThreadGroup; (java.base@17.0.6)
 627:             1             32  [Ljava.lang.invoke.VarHandle$VarHandleDesc$Kind; (java.base@17.0.6)
 628:             1             32  [Ljava.lang.management.MemoryManagerMXBean; (java.management@17.0.6)
 629:             1             32  [Ljava.lang.module.ModuleDescriptor$Modifier; (java.base@17.0.6)
 630:             1             32  [Ljava.lang.module.ModuleDescriptor$Requires$Modifier; (java.base@17.0.6)
 631:             1             32  [Ljava.net.StandardProtocolFamily; (java.base@17.0.6)
 632:             1             32  [Ljava.security.DrbgParameters$Capability; (java.base@17.0.6)
 633:             1             32  [Ljava.util.regex.Pattern$Qtype; (java.base@17.0.6)
 634:             1             32  [Ljava.util.stream.StreamShape; (java.base@17.0.6)
 635:             1             32  [Ljdk.internal.logger.BootstrapLogger$LoggingBackend; (java.base@17.0.6)
 636:             1             32  [Ljdk.internal.module.ServicesCatalog; (java.base@17.0.6)
 637:             1             32  [Lorg.apache.zookeeper.CreateMode;
 638:             1             32  [Lorg.apache.zookeeper.server.DatadirCleanupManager$PurgeTaskStatus;
 639:             1             32  [Lorg.apache.zookeeper.server.ZooKeeperServer$State;
 640:             1             32  [Lsun.nio.fs.NativeBuffer; (java.base@17.0.6)
 641:             1             32  [[C (java.base@17.0.6)
 642:             1             32  com.sun.beans.finder.BeanInfoFinder (java.desktop@17.0.6)
 643:             1             32  com.sun.beans.introspect.ClassInfo (java.desktop@17.0.6)
 644:             1             32  com.sun.jmx.mbeanserver.Repository (java.management@17.0.6)
 645:             1             32  java.beans.ThreadGroupContext (java.desktop@17.0.6)
 646:             1             32  java.beans.ThreadGroupContext$1 (java.desktop@17.0.6)
 647:             1             32  java.io.FileInputStream (java.base@17.0.6)
 648:             1             32  java.io.WinNTFileSystem (java.base@17.0.6)
 649:             2             32  java.lang.Boolean (java.base@17.0.6)
 650:             2             32  java.lang.ClassValue$Identity (java.base@17.0.6)
 651:             1             32  java.lang.Module$ArchivedData (java.base@17.0.6)
 652:             2             32  java.lang.Shutdown$Lock (java.base@17.0.6)
 653:             1             32  java.lang.module.ModuleDescriptor$Version (java.base@17.0.6)
 654:             1             32  java.net.InetAddress$CachedLocalHost (java.base@17.0.6)
 655:             2             32  java.nio.ByteOrder (java.base@17.0.6)
 656:             1             32  java.text.DontCareFieldPosition (java.base@17.0.6)
 657:             1             32  java.util.Collections$SynchronizedMap (java.base@17.0.6)
 658:             2             32  java.util.LinkedHashSet (java.base@17.0.6)
 659:             2             32  java.util.ResourceBundle$SingleFormatControl (java.base@17.0.6)
 660:             1             32  java.util.ServiceLoader$ModuleServicesLookupIterator (java.base@17.0.6)
 661:             1             32  java.util.concurrent.CountDownLatch$Sync (java.base@17.0.6)
 662:             1             32  java.util.concurrent.SynchronousQueue (java.base@17.0.6)
 663:             1             32  java.util.concurrent.ThreadLocalRandom (java.base@17.0.6)
 664:             1             32  java.util.concurrent.atomic.LongAdder (java.base@17.0.6)
 665:             1             32  java.util.concurrent.locks.AbstractQueuedSynchronizer$ExclusiveNode (java.base@17.0.6)
 666:             1             32  java.util.concurrent.locks.AbstractQueuedSynchronizer$SharedNode (java.base@17.0.6)
 667:             2             32  java.util.concurrent.locks.ReentrantReadWriteLock$ReadLock (java.base@17.0.6)
 668:             2             32  java.util.concurrent.locks.ReentrantReadWriteLock$Sync$ThreadLocalHoldCounter (java.base@17.0.6)
 669:             2             32  java.util.concurrent.locks.ReentrantReadWriteLock$WriteLock (java.base@17.0.6)
 670:             1             32  java.util.logging.LogManager$SystemLoggerContext (java.logging@17.0.6)
 671:             1             32  java.util.zip.ZipCoder$UTF8ZipCoder (java.base@17.0.6)
 672:             1             32  jdk.internal.loader.ArchivedClassLoaders (java.base@17.0.6)
 673:             1             32  jdk.internal.module.ArchivedModuleGraph (java.base@17.0.6)
 674:             1             32  jdk.internal.org.objectweb.asm.ConstantDynamic (java.base@17.0.6)
 675:             1             32  jdk.internal.org.objectweb.asm.Handle (java.base@17.0.6)
 676:             1             32  jdk.net.ExtendedSocketOptions$1 (jdk.net@17.0.6)
 677:             1             32  org.apache.log4j.PatternLayout
 678:             1             32  org.apache.log4j.helpers.PatternParser$MDCPatternConverter
 679:             1             32  org.apache.log4j.helpers.QuietWriter
 680:             1             32  org.apache.log4j.spi.LocationInfo
 681:             1             32  org.apache.zookeeper.server.ReferenceCountedACLCache
 682:             1             32  org.apache.zookeeper.server.persistence.FileTxnSnapLog
 683:             2             32  sun.nio.ch.SocketDispatcher (java.base@17.0.6)
 684:             1             32  sun.security.util.KnownOIDs$1 (java.base@17.0.6)
 685:             1             32  sun.security.util.KnownOIDs$10 (java.base@17.0.6)
 686:             1             32  sun.security.util.KnownOIDs$2 (java.base@17.0.6)
 687:             1             32  sun.security.util.KnownOIDs$3 (java.base@17.0.6)
 688:             1             32  sun.security.util.KnownOIDs$4 (java.base@17.0.6)
 689:             1             32  sun.security.util.KnownOIDs$5 (java.base@17.0.6)
 690:             1             32  sun.security.util.KnownOIDs$6 (java.base@17.0.6)
 691:             1             32  sun.security.util.KnownOIDs$7 (java.base@17.0.6)
 692:             1             32  sun.security.util.KnownOIDs$8 (java.base@17.0.6)
 693:             1             32  sun.security.util.KnownOIDs$9 (java.base@17.0.6)
 694:             1             32  sun.util.locale.provider.LocaleResources (java.base@17.0.6)
 695:             2             32  sun.util.logging.internal.LoggingProviderImpl$JULWrapper (java.logging@17.0.6)
 696:             1             32  sun.util.resources.Bundles$CacheKey (java.base@17.0.6)
 697:             1             24  [Ljava.io.File$PathStatus; (java.base@17.0.6)
 698:             1             24  [Ljava.lang.ClassValue$Entry; (java.base@17.0.6)
 699:             1             24  [Ljava.lang.invoke.MethodHandles$Lookup$ClassOption; (java.base@17.0.6)
 700:             1             24  [Ljava.net.URL; (java.base@17.0.6)
 701:             1             24  [Ljava.util.Locale$Category; (java.base@17.0.6)
 702:             1             24  [Ljava.util.jar.Manifest; (java.base@17.0.6)
 703:             1             24  [Lorg.apache.zookeeper.server.quorum.QuorumPeer$LearnerType;
 704:             1             24  com.sun.beans.util.Cache$Kind$1 (java.desktop@17.0.6)
 705:             1             24  com.sun.beans.util.Cache$Kind$2 (java.desktop@17.0.6)
 706:             1             24  com.sun.beans.util.Cache$Kind$3 (java.desktop@17.0.6)
 707:             1             24  com.sun.jmx.mbeanserver.ClassLoaderRepositorySupport (java.management@17.0.6)
 708:             1             24  com.sun.jmx.mbeanserver.MXBeanLookup (java.management@17.0.6)
 709:             1             24  com.sun.jmx.remote.util.ClassLogger (java.management@17.0.6)
 710:             1             24  com.sun.management.internal.HotSpotThreadImpl (jdk.management@17.0.6)
 711:             1             24  com.sun.management.internal.OperatingSystemImpl (jdk.management@17.0.6)
 712:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$1 (jdk.management@17.0.6)
 713:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$2 (jdk.management@17.0.6)
 714:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$3 (jdk.management@17.0.6)
 715:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$4 (jdk.management@17.0.6)
 716:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$5 (jdk.management@17.0.6)
 717:             1             24  java.io.StringWriter (java.base@17.0.6)
 718:             1             24  java.lang.Double (java.base@17.0.6)
 719:             1             24  java.lang.ProcessHandleImpl$$Lambda$71/0x0000000800ca6480 (java.base@17.0.6)
 720:             1             24  java.lang.StringBuilder (java.base@17.0.6)
 721:             1             24  java.lang.invoke.MethodType$ConcurrentWeakInternSet (java.base@17.0.6)
 722:             1             24  java.lang.invoke.VarHandle$TypesAndInvokers (java.base@17.0.6)
 723:             1             24  java.lang.invoke.VarHandleByteArrayAsInts$ArrayHandle (java.base@17.0.6)
 724:             1             24  java.lang.invoke.VarHandleByteArrayAsLongs$ArrayHandle (java.base@17.0.6)
